Type,Date,Album,No,Name
album,2009.03.14,This Is The One,009,Come Back To Me
album,2009.03.14,This Is The One,010,Me Muero
album,2009.03.14,This Is The One,011,Come Back To Me (Seamus Haji & Paul Emanuel Radio Edit)
album,2009.03.14,This Is The One,012,Come Back To Me (Quentin Harris Radio Edit)
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,001,Prisoner Of Love
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,002,Stay Gold
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,003,HEART STATION
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,004,Kiss & Cry
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,005,Beautiful World
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,006,Flavor Of Life -Ballad Version-
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,007,ぼくはくま
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,008,This Is Love
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,009,Keep Tryin'
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,010,Passion[Single Version]
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,011,Be My Last
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,012,誰かの願いが叶うころ
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,013,Beautiful World[PLANiTb Acoustica Mix]
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,014,嵐の女神
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,015,Show Me Love (Not A Dream)
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,016,Goodbye Happiness
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,017,Hymne a l'amour  愛のアンセム
album,2010.11.24,Utada Hikaru SINGLE COLLECTION VOL.2,018,Can't Wait 'Til Christmas
album,2016.09.28,Fantôme,001,道
album,2016.09.28,Fantôme,002,俺の彼女
album,2016.09.28,Fantôme,003,花束を君に
album,2016.09.28,Fantôme,004,二时间だけのバカンス
album,2016.09.28,Fantôme,005,人鱼
album,2016.09.28,Fantôme,006,ともだち
album,2016.09.28,Fantôme,007,真夏の通り雨
album,2016.09.28,Fantôme,008,荒野の狼
album,2016.09.28,Fantôme,009,忘却
album,2016.09.28,Fantôme,010,人生最高の日
album,2016.09.28,Fantôme,011,桜流し
album,2018.06.27,初恋,001,Play A Love Song
album,2018.06.27,初恋,002,あなた
album,2018.06.27,初恋,003,初恋
album,2018.06.27,初恋,004,誓い
album,2018.06.27,初恋,005,Forevermore
album,2018.06.27,初恋,006,Too Proud Featuring Jevon
album,2018.06.27,初恋,007,Good Night
album,2018.06.27,初恋,008,パクチーの唄
album,2018.06.27,初恋,009,残り香
album,2018.06.27,初恋,010,大空で抱きしめて
album,2018.06.27,初恋,011,夕凪
album,2018.06.27,初恋,012,嫉妬されるべき人生
album,2021.03.09,One Last Kiss,001,One Last Kiss
album,2021.03.09,One Last Kiss,002,Beautiful World (Da Capo Version)
album,2021.03.09,One Last Kiss,003,Beautiful World (2021 Remastered)
album,2021.03.09,One Last Kiss,004,Beautiful World (PLANiTb Acoustica Mix [2021 Remastered])
album,2021.03.09,One Last Kiss,005,桜流し (2021 Remastered)
album,2021.03.09,One Last Kiss,006,Fly Me To The Moon (In Other Words) (2007 MIX [2021 Remastered])
album,2021.03.09,One Last Kiss,007,One Last Kiss (Instrumental)
album,2021.03.09,One Last Kiss,008,Beautiful World (Da Capo Version [Instrumental])
album,2022.01.19,BADモード,-,013 宇多田ヒカル & スクリレックス - Face My Fears (English Version)
album,2022.01.19,BADモード,001,BADモード
album,2022.01.19,BADモード,002,君に夢中
album,2022.01.19,BADモード,003,One Last Kiss
album,2022.01.19,BADモード,004,PINK BLOOD
album,2022.01.19,BADモード,005,Time
album,2022.01.19,BADモード,006,気分じゃないの (Not In The Mood)
album,2022.01.19,BADモード,007,誰にも言わない
album,2022.01.19,BADモード,008,Find Love
album,2022.01.19,BADモード,009,Face My Fears (Japanese Version)
album,2022.01.19,BADモード,010,Somewhere Near Marseilles ーマルセイユ辺りー
album,2022.01.19,BADモード,011,Beautiful World (Da Capo Version)
album,2022.01.19,BADモード,012,キレイな人 (Find Love)
album,2022.01.19,BADモード,014,Face My Fears (A.G. Cook Remix)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,001,BADモード (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,002,One Last Kiss (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,003,君に夢中 (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,004,誰にも言わない (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,005,Find Love (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,006,Time (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,007,PINK BLOOD (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,008,Face My Fears (English Version) (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,009,Hotel Lobby (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,010,Beautiful World (Da Capo Version) (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,011,About Me (Live Version)
album,2022.06.09,Hikaru Utada Live Sessions from Air Studios,012,Face My Fears (Japanese Version) (Live Version)
album,2023.02.17,40代はいろいろ -Live from Metropolis Studios-,001,First Love (Live 2023)
album,2023.02.17,40代はいろいろ -Live from Metropolis Studios-,002,Rule (君に夢中) (Live 2023)
album,2024.04.10,Science Fiction,001,Addicted To You (Re-Recording)
album,2024.04.10,Science Fiction,002,First Love (2022 Mix)
album,2024.04.10,Science Fiction,003,花束を君に
album,2024.04.10,Science Fiction,004,One Last Kiss
album,2024.04.10,Science Fiction,005,SAKURAドロップス (2024 Mix)
album,2024.04.10,Science Fiction,006,あなた
album,2024.04.10,Science Fiction,007,Can You Keep A Secret_ (2024 Mix)
album,2024.04.10,Science Fiction,008,道
album,2024.04.10,Science Fiction,009,Prisoner Of Love (2024 Mix)
album,2024.04.10,Science Fiction,010,光 (Re-Recording)
album,2024.04.10,Science Fiction,011,Flavor Of Life (Ballad Version_2024 Mix)
album,2024.04.10,Science Fiction,012,Goodbye Happiness (2024 Mix)
album,2024.04.10,Science Fiction,013,traveling (Re-Recording)
album,2024.04.10,Science Fiction,014,Beautiful World (2024 Mix)
album,2024.04.10,Science Fiction,015,Automatic (2024 Mix)
album,2024.04.10,Science Fiction,016,君に夢中
album,2024.04.10,Science Fiction,017,何色でもない花
album,2024.04.10,Science Fiction,018,初恋
album,2024.04.10,Science Fiction,019,Time
album,2024.04.10,Science Fiction,020,Letters (2024 Mix)
album,2024.04.10,Science Fiction,021,BADモード
album,2024.04.10,Science Fiction,022,COLORS (2024 Mix)
album,2024.04.10,Science Fiction,023,二時間だけのバカンス (feat. 椎名林檎)
album,2024.04.10,Science Fiction,024,Gold ～また逢う日まで～
album,2024.04.10,Science Fiction,025,Electricity
album,2024.04.10,Science Fiction,026,Somewhere Near Marseilles ーマルセイユ辺りー (Sci-Fi Edit)
album,-,My Fears,001,Face My Fears (English Version)
album,-,My Fears,002,Don't Think Twice
album,-,My Fears,003,Face My Fears (Japanese Version)
album,-,My Fears,004,誓い
single,2019.11.27,-,-,少年時代
single,2023.07.28,-,-,Gold　〜また逢う日まで〜
single,2024.02.12,-,-,何色でもない花
live,1999.04.02,-,-,Luv Live
live,2000.08.21,-,-,BOHEMIAN SUMMER
live,2001.08.10,-,-,不插电演唱会
live,2004.02.02,-,-,武道馆演唱会
live,2006.08.17,-,-,Utada United
live,2010.02.08,-,-,In The Flesh
live,2010.12.08,-,-,WILD LIFE
live,2018.12.09,-,-,Laughter In The Dark
live,2022.01.19,-,-,Air Studios
live,2024.09.01,-,-,SCIENCE FICTION
